"","Region","Province","CityProvince","Barangay","Population","HouseholdPopulation","Nhouseholds","Area","n","BrgyArea","Density"
"39397","REGION XIII – CARAGA","SURIGAO DEL SUR","TAGBINA","Tagongon",2287,2287,507,21120.56,1311,16.1102669717773,141.959162067672
"39389","REGION XIII – CARAGA","SURIGAO DEL SUR","TAGBINA","Quezon",2255,2250,536,21120.56,1311,16.1102669717773,139.972851098645
"15241","REGION IV-A – CALABARZON","QUEZON","TAGKAWAYAN","Poblacion",4662,4633,1057,16576.26,4018,4.12550024888004,1130.04477487684
"15249","REGION IV-A – CALABARZON","QUEZON","TAGKAWAYAN","Santa Cecilia",4192,4192,898,16576.26,4018,4.12550024888004,1016.11919697206
"15242","REGION IV-A – CALABARZON","QUEZON","TAGKAWAYAN","Rizal",3873,3873,826,16576.26,4018,4.12550024888004,938.795240904764
"15238","REGION IV-A – CALABARZON","QUEZON","TAGKAWAYAN","Mapulot",2972,2972,637,16576.26,4018,4.12550024888004,720.397484112822
"15230","REGION IV-A – CALABARZON","QUEZON","TAGKAWAYAN","Magsaysay",2557,2557,495,16576.26,4018,4.12550024888004,619.803622771361
"39420","REGION XIII – CARAGA","SURIGAO DEL SUR","TAGO","Purisima (Pob.)",6556,6553,1462,21120.56,1311,16.1102669717773,406.945459779475
"39414","REGION XIII – CARAGA","SURIGAO DEL SUR","TAGO","Gamut",2398,2398,524,21120.56,1311,16.1102669717773,148.849178241486
"39421","REGION XIII – CARAGA","SURIGAO DEL SUR","TAGO","Sumo-sumo",2275,2275,519,21120.56,1311,16.1102669717773,141.214295454287
"39425","REGION XIII – CARAGA","SURIGAO DEL SUR","TAGO","Victoria",2253,2253,518,21120.56,1311,16.1102669717773,139.848706663081
"39405","REGION XIII – CARAGA","SURIGAO DEL SUR","TAGO","Anahao Daan",1927,1927,396,21120.56,1311,16.1102669717773,119.613163666115
"35848","REGION X - NORTHERN MINDANAO","MISAMIS ORIENTAL","TAGOLOAN","Santa Cruz",14758,14742,3439,20458.51,2022,10.1179574678536,1458.59478525073
"35845","REGION X - NORTHERN MINDANAO","MISAMIS ORIENTAL","TAGOLOAN","Poblacion",10235,10199,2344,20458.51,2022,10.1179574678536,1011.56780234729
"35841","REGION X - NORTHERN MINDANAO","MISAMIS ORIENTAL","TAGOLOAN","Casinglot",9711,9677,2193,20458.51,2022,10.1179574678536,959.778693560773
"35840","REGION X - NORTHERN MINDANAO","MISAMIS ORIENTAL","TAGOLOAN","Baluarte",9612,9591,2158,20458.51,2022,10.1179574678536,949.994110030496
"35844","REGION X - NORTHERN MINDANAO","MISAMIS ORIENTAL","TAGOLOAN","Natumolan",8466,8432,1903,20458.51,2022,10.1179574678536,836.730143104263
"40883","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","LANAO DEL SUR","TAGOLOAN II","Maimbaguiang",1110,1110,130,36650.95,2490,14.7192570281124,75.4114149837862
"40880","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","LANAO DEL SUR","TAGOLOAN II","Malingon",912,912,123,36650.95,2490,14.7192570281124,61.9596490677595
"40885","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","LANAO DEL SUR","TAGOLOAN II","Tagoloan Poblacion",811,811,110,36650.95,2490,14.7192570281124,55.0978896863519
"40878","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","LANAO DEL SUR","TAGOLOAN II","Bagoaingud",695,695,96,36650.95,2490,14.7192570281124,47.2170571294878
"40879","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","LANAO DEL SUR","TAGOLOAN II","Malinao",612,612,80,36650.95,2490,14.7192570281124,41.5781855586281
"4151","REGION I - ILOCOS","ILOCOS SUR","TAGUDIN","Libtong",2299,2299,488,12964.62,3265,3.97078713629403,578.978404303404
"4132","REGION I - ILOCOS","ILOCOS SUR","TAGUDIN","Becques",1905,1905,445,12964.62,3265,3.97078713629403,479.753745192686
"4127","REGION I - ILOCOS","ILOCOS SUR","TAGUDIN","Ambalayat",1861,1861,378,12964.62,3265,3.97078713629403,468.672818794535
"4142","REGION I - ILOCOS","ILOCOS SUR","TAGUDIN","Dardarat",1818,1818,423,12964.62,3265,3.97078713629403,457.843731632705
"4157","REGION I - ILOCOS","ILOCOS SUR","TAGUDIN","Pudoc East",1721,1721,362,12964.62,3265,3.97078713629403,433.415325709508
"1696","NATIONAL CAPITAL REGION","NATIONAL CAPITAL REGION","TAGUIG CITY","Western Bicutan",91158,90892,23271,619.54,1706,0.363153575615475,251017.768021435
"1703","NATIONAL CAPITAL REGION","NATIONAL CAPITAL REGION","TAGUIG CITY","Pinagsama",57343,57320,13776,619.54,1706,0.363153575615475,157902.892468606
"1686","NATIONAL CAPITAL REGION","NATIONAL CAPITAL REGION","TAGUIG CITY","Lower Bicutan",56754,53904,13332,619.54,1706,0.363153575615475,156280.989120961
"1694","NATIONAL CAPITAL REGION","NATIONAL CAPITAL REGION","TAGUIG CITY","Ususan",54186,54186,13971,619.54,1706,0.363153575615475,149209.600671466
"1700","NATIONAL CAPITAL REGION","NATIONAL CAPITAL REGION","TAGUIG CITY","New Lower Bicutan",49829,49829,13136,619.54,1706,0.363153575615475,137211.921748394
"38731","REGION XIII – CARAGA","AGUSAN DEL SUR","TALACOGON","Del Monte",7750,7750,1670,21120.56,1311,16.1102669717773,481.059687811308
"38739","REGION XIII – CARAGA","AGUSAN DEL SUR","TALACOGON","Zillovia",5255,5255,1152,21120.56,1311,16.1102669717773,326.189504444958
"38735","REGION XIII – CARAGA","AGUSAN DEL SUR","TALACOGON","San Agustin (Pob.)",4314,4314,928,21120.56,1311,16.1102669717773,267.779547511998
"38729","REGION XIII – CARAGA","AGUSAN DEL SUR","TALACOGON","Causwagan",3055,3055,623,21120.56,1311,16.1102669717773,189.630625324328
"38733","REGION XIII – CARAGA","AGUSAN DEL SUR","TALACOGON","Labnig",2888,2888,632,21120.56,1311,16.1102669717773,179.264564954717
"36083","REGION XI - DAVAO ","DAVAO DEL NORTE","TALAINGOD","Santo Niño",13328,13308,2996,20433.38,1163,17.5695442820292,758.585412692369
"36082","REGION XI - DAVAO ","DAVAO DEL NORTE","TALAINGOD","Palma Gil",8038,8038,1771,20433.38,1163,17.5695442820292,457.496214527406
"36081","REGION XI - DAVAO ","DAVAO DEL NORTE","TALAINGOD","Dagohoy",6116,6116,1375,20433.38,1163,17.5695442820292,348.10236974989
"34270","REGION X - NORTHERN MINDANAO","BUKIDNON","TALAKAG","San Isidro",6831,6831,1474,20458.51,2022,10.1179574678536,675.136263589088
"34253","REGION X - NORTHERN MINDANAO","BUKIDNON","TALAKAG","Dominorog",5838,5838,1295,20458.51,2022,10.1179574678536,576.993925755101
"34255","REGION X - NORTHERN MINDANAO","BUKIDNON","TALAKAG","Indulang",4139,4139,726,20458.51,2022,10.1179574678536,409.074658907223
"34269","REGION X - NORTHERN MINDANAO","BUKIDNON","TALAKAG","San Antonio",3847,3847,764,20458.51,2022,10.1179574678536,380.21507920176
"34274","REGION X - NORTHERN MINDANAO","BUKIDNON","TALAKAG","Tikalaan",3745,3745,618,20458.51,2022,10.1179574678536,370.133993140263
"31100","REGION VIII - EASTERN VISAYAS","SAMAR (WESTERN SAMAR)","TALALORA","Poblacion Barangay 1",1542,1538,316,23234.78,4390,5.29266059225512,291.346851573374
"31103","REGION VIII - EASTERN VISAYAS","SAMAR (WESTERN SAMAR)","TALALORA","Tatabunan",1217,1217,245,23234.78,4390,5.29266059225512,229.941062493383
"31101","REGION VIII - EASTERN VISAYAS","SAMAR (WESTERN SAMAR)","TALALORA","Poblacion Barangay 2",1121,1121,237,23234.78,4390,5.29266059225512,211.802737103601
"31094","REGION VIII - EASTERN VISAYAS","SAMAR (WESTERN SAMAR)","TALALORA","Bo. Independencia",716,716,152,23234.78,4390,5.29266059225512,135.281676865458
"31099","REGION VIII - EASTERN VISAYAS","SAMAR (WESTERN SAMAR)","TALALORA","Placer",715,715,148,23234.78,4390,5.29266059225512,135.092735975981
"10019","REGION III - CENTRAL LUZON","NUEVA ECIJA","TALAVERA","Bakal III",6565,6565,1608,21906.19,3102,7.06195680206318,929.62902266437
"10060","REGION III - CENTRAL LUZON","NUEVA ECIJA","TALAVERA","San Pascual",6435,6435,1457,21906.19,3102,7.06195680206318,911.220527166066
"10054","REGION III - CENTRAL LUZON","NUEVA ECIJA","TALAVERA","Pinagpanaan",5581,5581,1235,21906.19,3102,7.06195680206318,790.290872123359
"10027","REGION III - CENTRAL LUZON","NUEVA ECIJA","TALAVERA","Calipahan",5208,5208,1208,21906.19,3102,7.06195680206318,737.472650424378
"10051","REGION III - CENTRAL LUZON","NUEVA ECIJA","TALAVERA","Pag-asa (Pob.)",4989,4873,935,21906.19,3102,7.06195680206318,706.461415700311
"41182","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","MAGUINDANAO","TALAYAN","Binangga South",5179,5179,759,36650.95,2490,14.7192570281124,351.851998379305
"41185","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","MAGUINDANAO","TALAYAN","Tambunan I",3541,3541,574,36650.95,2490,14.7192570281124,240.569207619448
"41183","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","MAGUINDANAO","TALAYAN","Talayan",3383,3383,527,36650.95,2490,14.7192570281124,229.834970171305
"41176","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","MAGUINDANAO","TALAYAN","Katibpuan",3029,3029,457,36650.95,2490,14.7192570281124,205.78484323053
"41179","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","MAGUINDANAO","TALAYAN","Linamunan",2544,2544,384,36650.95,2490,14.7192570281124,172.834810557434
"24851","REGION VII - CENTRAL VISAYAS","BOHOL","TALIBON","San Jose",6151,6059,1297,10452.01,2446,4.27310302534751,1439.46915473674
"24849","REGION VII - CENTRAL VISAYAS","BOHOL","TALIBON","San Francisco",6062,6062,1306,10452.01,2446,4.27310302534751,1418.64119915691
"24847","REGION VII - CENTRAL VISAYAS","BOHOL","TALIBON","San Agustin",4747,4747,1000,10452.01,2446,4.27310302534751,1110.90230491551
"24850","REGION VII - CENTRAL VISAYAS","BOHOL","TALIBON","San Isidro",4371,4371,915,10452.01,2446,4.27310302534751,1022.91004314003
"24844","REGION VII - CENTRAL VISAYAS","BOHOL","TALIBON","Poblacion",4333,4311,1010,10452.01,2446,4.27310302534751,1014.01720817336
"41704","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","SULU","TALIPAO","Bilaan (Pob.)",3730,3730,534,36650.95,2490,14.7192570281124,253.409529630201
"41706","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","SULU","TALIPAO","Buntod",2678,2678,420,36650.95,2490,14.7192570281124,181.938530924846
"41701","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","SULU","TALIPAO","Andalan",2404,2404,319,36650.95,2490,14.7192570281124,163.32346091984
"41731","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","SULU","TALIPAO","Lungkiaban",2121,2121,300,36650.95,2490,14.7192570281124,144.096947009559
"41746","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","SULU","TALIPAO","Tuyang",2053,2053,321,36650.95,2490,14.7192570281124,139.477148614156
"12513","REGION IV-A – CALABARZON","BATANGAS","TALISAY","Aya",6215,6212,1358,16576.26,4018,4.12550024888004,1506.48397165585
"12528","REGION IV-A – CALABARZON","BATANGAS","TALISAY","Quiling",4544,4544,974,16576.26,4018,4.12550024888004,1101.44218297734
"12529","REGION IV-A – CALABARZON","BATANGAS","TALISAY","Sampaloc",4531,4518,1042,16576.26,4018,4.12550024888004,1098.29104997147
"12515","REGION IV-A – CALABARZON","BATANGAS","TALISAY","Banga",4050,4050,827,16576.26,4018,4.12550024888004,981.699128754013
"12525","REGION IV-A – CALABARZON","BATANGAS","TALISAY","Poblacion Barangay 6",3796,3789,858,16576.26,4018,4.12550024888004,920.130837716107
"35859","REGION X - NORTHERN MINDANAO","MISAMIS ORIENTAL","TALISAYAN","Poblacion",4899,4889,997,20458.51,2022,10.1179574678536,484.188633483084
"35863","REGION X - NORTHERN MINDANAO","MISAMIS ORIENTAL","TALISAYAN","San Jose",3379,3379,793,20458.51,2022,10.1179574678536,333.960684331361
"35864","REGION X - NORTHERN MINDANAO","MISAMIS ORIENTAL","TALISAYAN","Santa Ines",1818,1818,393,20458.51,2022,10.1179574678536,179.680533919626
"35857","REGION X - NORTHERN MINDANAO","MISAMIS ORIENTAL","TALISAYAN","Mintabon",1767,1767,383,20458.51,2022,10.1179574678536,174.639990888877
"35856","REGION X - NORTHERN MINDANAO","MISAMIS ORIENTAL","TALISAYAN","Mandahilag",1763,1763,418,20458.51,2022,10.1179574678536,174.244654180583
"41253","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","MAGUINDANAO","TALITAY","Talitay",3343,3343,487,36650.95,2490,14.7192570281124,227.117441703421
"41248","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","MAGUINDANAO","TALITAY","Kilalan",1807,1807,306,36650.95,2490,14.7192570281124,122.764348536668
"41249","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","MAGUINDANAO","TALITAY","Kuden",1803,1803,345,36650.95,2490,14.7192570281124,122.49259568988
"41245","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","MAGUINDANAO","TALITAY","Bintan (Bentan)",1669,1669,265,36650.95,2490,14.7192570281124,113.388875322468
"41252","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","MAGUINDANAO","TALITAY","Pageda",1538,1538,255,36650.95,2490,14.7192570281124,104.488969590147
"10090","REGION III - CENTRAL LUZON","NUEVA ECIJA","TALUGTUG","Saverona",1552,1552,388,21906.19,3102,7.06195680206318,219.769115487449
"10075","REGION III - CENTRAL LUZON","NUEVA ECIJA","TALUGTUG","Magsaysay (Pob.)",1480,1480,370,21906.19,3102,7.06195680206318,209.573641057619
"10068","REGION III - CENTRAL LUZON","NUEVA ECIJA","TALUGTUG","Baybayabas",1451,1451,331,21906.19,3102,7.06195680206318,205.467130523382
"10081","REGION III - CENTRAL LUZON","NUEVA ECIJA","TALUGTUG","Patola",1433,1433,356,21906.19,3102,7.06195680206318,202.918261915924
"10067","REGION III - CENTRAL LUZON","NUEVA ECIJA","TALUGTUG","Alula",1276,1276,317,21906.19,3102,7.06195680206318,180.686463506434
"33800","REGION IX - ZAMBOANGA PENINSULA","ZAMBOANGA SIBUGAY","TALUSAN","Poblacion (Talusan)",9919,9869,1718,16904.03,1904,8.87816701680672,1117.2351208558
"33795","REGION IX - ZAMBOANGA PENINSULA","ZAMBOANGA SIBUGAY","TALUSAN","Laparay",3014,3014,511,16904.03,1904,8.87816701680672,339.484489793262
"33801","REGION IX - ZAMBOANGA PENINSULA","ZAMBOANGA SIBUGAY","TALUSAN","Tuburan",2061,2061,298,16904.03,1904,8.87816701680672,232.14251276175
"33789","REGION IX - ZAMBOANGA PENINSULA","ZAMBOANGA SIBUGAY","TALUSAN","Baganipay",2038,2030,340,16904.03,1904,8.87816701680672,229.551887922584
"33797","REGION IX - ZAMBOANGA PENINSULA","ZAMBOANGA SIBUGAY","TALUSAN","Moalboal",1774,1774,297,16904.03,1904,8.87816701680672,199.816020203466
"33226","REGION IX - ZAMBOANGA PENINSULA","ZAMBOANGA DEL SUR","TAMBULIG","Sumalig",2767,2767,594,16904.03,1904,8.87816701680672,311.663431737876
"33213","REGION IX - ZAMBOANGA PENINSULA","ZAMBOANGA DEL SUR","TAMBULIG","Happy Valley (Pob.)",2372,2372,466,16904.03,1904,8.87816701680672,267.172266021771
"33221","REGION IX - ZAMBOANGA PENINSULA","ZAMBOANGA DEL SUR","TAMBULIG","New Village (Pob.)",1920,1920,388,16904.03,1904,8.87816701680672,216.260856139039
"33209","REGION IX - ZAMBOANGA PENINSULA","ZAMBOANGA DEL SUR","TAMBULIG","Cabgan",1884,1884,389,16904.03,1904,8.87816701680672,212.205965086432
"33212","REGION IX - ZAMBOANGA PENINSULA","ZAMBOANGA DEL SUR","TAMBULIG","Gabunon",1875,1875,392,16904.03,1904,8.87816701680672,211.19224232328
"37756","REGION XII - SOCCSKSARGEN","SOUTH COTABATO","TAMPAKAN","Poblacion",7308,7302,1725,22786.08,1195,19.0678493723849,383.26293947884
"37752","REGION XII - SOCCSKSARGEN","SOUTH COTABATO","TAMPAKAN","Kipalbig",5679,5679,1345,22786.08,1195,19.0678493723849,297.831175875798
"37755","REGION XII - SOCCSKSARGEN","SOUTH COTABATO","TAMPAKAN","Maltana",4050,4050,940,22786.08,1195,19.0678493723849,212.399412272756
"37762","REGION XII - SOCCSKSARGEN","SOUTH COTABATO","TAMPAKAN","Danlag",3194,3173,760,22786.08,1195,19.0678493723849,167.507092049181
"37759","REGION XII - SOCCSKSARGEN","SOUTH COTABATO","TAMPAKAN","Lampitak",2840,2840,685,22786.08,1195,19.0678493723849,148.941810087562
"40551","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","LANAO DEL SUR","TAMPARAN","Linuk",1036,1036,141,36650.95,2490,14.7192570281124,70.3839873182005
"40576","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","LANAO DEL SUR","TAMPARAN","Tatayawan North",816,816,127,36650.95,2490,14.7192570281124,55.4375807448375
"40566","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","LANAO DEL SUR","TAMPARAN","Poblacion I",787,787,118,36650.95,2490,14.7192570281124,53.4673726056214
"40586","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","LANAO DEL SUR","TAMPARAN","Pagalamatan Linuk",765,765,115,36650.95,2490,14.7192570281124,51.9727319482851
"40567","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","LANAO DEL SUR","TAMPARAN","Poblacion II",724,724,108,36650.95,2490,14.7192570281124,49.1872652687038
"32558","REGION IX - ZAMBOANGA PENINSULA","ZAMBOANGA DEL NORTE","TAMPILISAN","Poblacion (Tampilisan)",4366,4366,1150,16904.03,1904,8.87816701680672,491.768175991169
"32571","REGION IX - ZAMBOANGA PENINSULA","ZAMBOANGA DEL NORTE","TAMPILISAN","Znac",1620,1587,292,16904.03,1904,8.87816701680672,182.470097367314
"32553","REGION IX - ZAMBOANGA PENINSULA","ZAMBOANGA DEL NORTE","TAMPILISAN","Galingon",1590,1590,386,16904.03,1904,8.87816701680672,179.091021490142
"32557","REGION IX - ZAMBOANGA PENINSULA","ZAMBOANGA DEL NORTE","TAMPILISAN","Situbo",1494,1494,331,16904.03,1904,8.87816701680672,168.27797868319
"32556","REGION IX - ZAMBOANGA PENINSULA","ZAMBOANGA DEL NORTE","TAMPILISAN","New Dapitan",1417,1417,325,16904.03,1904,8.87816701680672,159.605017265114
"29733","REGION VIII - EASTERN VISAYAS","LEYTE","TANAUAN","San Roque (Pob.)",5032,5032,1035,23234.78,4390,5.29266059225512,950.750555847742
"29728","REGION VIII - EASTERN VISAYAS","LEYTE","TANAUAN","Canramos (Pob.)",3634,3625,856,23234.78,4390,5.29266059225512,686.611192359041
"29737","REGION VIII - EASTERN VISAYAS","LEYTE","TANAUAN","Santo Niño Pob. (Haclagan)",3549,3498,851,23234.78,4390,5.29266059225512,670.551216753505
"29703","REGION VIII - EASTERN VISAYAS","LEYTE","TANAUAN","Cabuynan",3350,3350,835,23234.78,4390,5.29266059225512,632.951979747603
"29699","REGION VIII - EASTERN VISAYAS","LEYTE","TANAUAN","Bislig",3217,3217,724,23234.78,4390,5.29266059225512,607.822841447175
"15556","REGION IV-A – CALABARZON","RIZAL ","TANAY","Sampaloc",30341,29501,6397,16576.26,4018,4.12550024888004,7354.5020408705
"15555","REGION IV-A – CALABARZON","RIZAL ","TANAY","Plaza Aldea (Pob.)",21355,21206,4874,16576.26,4018,4.12550024888004,5176.34194926962
"15562","REGION IV-A – CALABARZON","RIZAL ","TANAY","Tandang Kutyo (Pob.)",18023,17935,3874,16576.26,4018,4.12550024888004,4368.68232037866
"15564","REGION IV-A – CALABARZON","RIZAL ","TANAY","Wawa (Pob.)",8052,8052,1748,16576.26,4018,4.12550024888004,1951.76330487094
"15550","REGION IV-A – CALABARZON","RIZAL ","TANAY","Kaybuto (Pob.)",7669,7461,1782,16576.26,4018,4.12550024888004,1858.92607862087
"41964","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","TAWI-TAWI","TANDUBAS","Silantup",3244,3244,509,36650.95,2490,14.7192570281124,220.391558745408
"41970","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","TAWI-TAWI","TANDUBAS","Himbah",2743,2743,450,36650.95,2490,14.7192570281124,186.354514685158
"41963","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","TAWI-TAWI","TANDUBAS","Sapa",2197,2197,362,36650.95,2490,14.7192570281124,149.260251098539
"41967","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","TAWI-TAWI","TANDUBAS","Tangngah (Tangngah Ungus Matata)",1991,1991,318,36650.95,2490,14.7192570281124,135.264979488935
"41958","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","TAWI-TAWI","TANDUBAS","Kakoong",1847,1847,330,36650.95,2490,14.7192570281124,125.481877004552
"20828","REGION VI - WESTERN VISAYAS","AKLAN","TANGALAN","Panayakan",3116,3116,756,12773.46,3389,3.76909412806137,826.723847728024
"20832","REGION VI - WESTERN VISAYAS","AKLAN","TANGALAN","Tamalagon",2609,2609,574,12773.46,3389,3.76909412806137,692.208767240826
"20831","REGION VI - WESTERN VISAYAS","AKLAN","TANGALAN","Tagas",2407,2407,562,12773.46,3389,3.76909412806137,638.614987638432
"20834","REGION VI - WESTERN VISAYAS","AKLAN","TANGALAN","Tondog",1955,1955,437,12773.46,3389,3.76909412806137,518.692272884559
"20830","REGION VI - WESTERN VISAYAS","AKLAN","TANGALAN","Pudiot",1828,1828,398,12773.46,3389,3.76909412806137,484.997173827608
"34835","REGION X - NORTHERN MINDANAO","LANAO DEL NORTE","TANGCAL","Poblacion",2561,2558,441,20458.51,2022,10.1179574678536,253.114327485237
"34825","REGION X - NORTHERN MINDANAO","LANAO DEL NORTE","TANGCAL","Big Banisilon",1356,1356,205,20458.51,2022,10.1179574678536,134.019144111668
"34839","REGION X - NORTHERN MINDANAO","LANAO DEL NORTE","TANGCAL","Tangcal Proper",1313,1313,213,20458.51,2022,10.1179574678536,129.769274497507
"34834","REGION X - NORTHERN MINDANAO","LANAO DEL NORTE","TANGCAL","Pelingkingan",1172,1172,179,20458.51,2022,10.1179574678536,115.833655530144
"34823","REGION X - NORTHERN MINDANAO","LANAO DEL NORTE","TANGCAL","Bayabao",1116,1116,165,20458.51,2022,10.1179574678536,110.298941614028
"35303","REGION X - NORTHERN MINDANAO","MISAMIS OCCIDENTAL","TANGUB CITY","Maquilao",3469,3469,744,20458.51,2022,10.1179574678536,342.855760267977
"35309","REGION X - NORTHERN MINDANAO","MISAMIS OCCIDENTAL","TANGUB CITY","Pangabuan",3103,3103,637,20458.51,2022,10.1179574678536,306.682451459075
"35280","REGION X - NORTHERN MINDANAO","MISAMIS OCCIDENTAL","TANGUB CITY","Migcanaway",2791,2791,567,20458.51,2022,10.1179574678536,275.846188212143
"35300","REGION X - NORTHERN MINDANAO","MISAMIS OCCIDENTAL","TANGUB CITY","Maloro",2736,2722,576,20458.51,2022,10.1179574678536,270.4103084731
"35297","REGION X - NORTHERN MINDANAO","MISAMIS OCCIDENTAL","TANGUB CITY","Lorenzo Tan",2718,2718,475,20458.51,2022,10.1179574678536,268.631293285777
"37774","REGION XII - SOCCSKSARGEN","SOUTH COTABATO","TANTANGAN","Poblacion",8040,8040,1921,22786.08,1195,19.0678493723849,421.652166585916
"37767","REGION XII - SOCCSKSARGEN","SOUTH COTABATO","TANTANGAN","Dumadalig",4743,4712,1150,22786.08,1195,19.0678493723849,248.743311706094
"37765","REGION XII - SOCCSKSARGEN","SOUTH COTABATO","TANTANGAN","Bukay Pait",4383,4383,1100,22786.08,1195,19.0678493723849,229.863363948516
"37772","REGION XII - SOCCSKSARGEN","SOUTH COTABATO","TANTANGAN","New Iloilo",4227,4227,977,22786.08,1195,19.0678493723849,221.682053253565
"37775","REGION XII - SOCCSKSARGEN","SOUTH COTABATO","TANTANGAN","San Felipe",4066,4066,1019,22786.08,1195,19.0678493723849,213.238521061982
"2583","CORDILLERA ADMINISTRATIVE REGION","KALINGA","TANUDAN","Dupligan",1798,1798,297,19818.12,1176,16.8521428571429,106.692663078032
"2579","CORDILLERA ADMINISTRATIVE REGION","KALINGA","TANUDAN","Pangol",916,916,147,19818.12,1176,16.8521428571429,54.3551053278515
"2578","CORDILLERA ADMINISTRATIVE REGION","KALINGA","TANUDAN","Mabaca",806,806,147,19818.12,1176,16.8521428571429,47.8277455177383
"2571","CORDILLERA ADMINISTRATIVE REGION","KALINGA","TANUDAN","Babbanoy",620,620,91,19818.12,1176,16.8521428571429,36.7905734751833
"2576","CORDILLERA ADMINISTRATIVE REGION","KALINGA","TANUDAN","Lower Lubo",612,612,117,19818.12,1176,16.8521428571429,36.3158563980842
"13378","REGION IV-A – CALABARZON","CAVITE","TANZA","Bagtas",27209,27209,6122,16576.26,4018,4.12550024888004,6595.32138130073
"13389","REGION IV-A – CALABARZON","CAVITE","TANZA","Paradahan I",16861,16861,3984,16576.26,4018,4.12550024888004,4087.01950862257
"13394","REGION IV-A – CALABARZON","CAVITE","TANZA","Punta I",16579,16579,4788,16576.26,4018,4.12550024888004,4018.6641618797
"13395","REGION IV-A – CALABARZON","CAVITE","TANZA","Sahud Ulan",13145,13145,3346,16576.26,4018,4.12550024888004,3186.28025863494
"13379","REGION IV-A – CALABARZON","CAVITE","TANZA","Biga",11819,11819,3020,16576.26,4018,4.12550024888004,2864.86469203548
"21872","REGION VI - WESTERN VISAYAS","CAPIZ","TAPAZ","Poblacion",2783,2783,632,12773.46,3389,3.76909412806137,738.373706106255
"21884","REGION VI - WESTERN VISAYAS","CAPIZ","TAPAZ","San Nicolas",2656,2656,602,12773.46,3389,3.76909412806137,704.678607049304
"21853","REGION VI - WESTERN VISAYAS","CAPIZ","TAPAZ","Candelaria",2053,2053,535,12773.46,3389,3.76909412806137,544.693215463939
"21848","REGION VI - WESTERN VISAYAS","CAPIZ","TAPAZ","Artuz",1577,1577,384,12773.46,3389,3.76909412806137,418.402922935524
"21852","REGION VI - WESTERN VISAYAS","CAPIZ","TAPAZ","Camburanan",1395,1395,349,12773.46,3389,3.76909412806137,370.115458145248
"41756","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","SULU","TAPUL","Kalang (Pob.)",2560,2560,379,36650.95,2490,14.7192570281124,173.921821944588
"41762","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","SULU","TAPUL","Pangdan",1708,1708,333,36650.95,2490,14.7192570281124,116.038465578655
"41757","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","SULU","TAPUL","Kamaunggi",1613,1613,254,36650.95,2490,14.7192570281124,109.58433546743
"41755","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","SULU","TAPUL","Alu-Kabingaan",1599,1599,253,36650.95,2490,14.7192570281124,108.63320050367
"41767","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","SULU","TAPUL","Tulakan",1581,1581,248,36650.95,2490,14.7192570281124,107.410312693123
"40599","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","LANAO DEL SUR","TARAKA","Cadayonan Bagumbayan",1736,1736,255,36650.95,2490,14.7192570281124,117.940735506174
